CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Atkur B.O,521286,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5648690,80.8529340
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pottipadu B.O,521286,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5774550,80.8661520
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Veerapanenigudem B.O,521286,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6026280,80.8246730
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Sivapuram B.O,521190,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9049780,80.3199800
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vemavaram B.O,521190,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9254250,80.2676230
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kannevidu B.O,521190,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9606410,80.1908110
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Makkapeta B.O,521190,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9216050,80.1894740
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Mundlapadu B.O,521190,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8586720,80.2335400
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Subbayyagudem B.O,521190,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8712390,80.2628090
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Rayanapadu B.O,521241,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5713470,80.5686260
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Paidurupadu B.O,521241,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6016940,80.5789260
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chagantipadu B.O,521163,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3217060,80.8059380
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Khambampadu B.O,521402,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9476770,80.2460800
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pentalavarigudem B.O,521402,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9969320,80.2130750
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chowtapalli B.O,521170,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7966220,80.4109080
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Doddadevarapadu B.O,521170,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8409020,80.4176190
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Konathamatmakur B.O,521170,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8532240,80.3613080
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Agniparru B.O,521250,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.2702780,80.8844920
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Aminapuram B.O,521250,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3082840,80.8467020
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gandigunta B.O,521165,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3779140,80.8386720
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kanakavalli B.O,521165,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3364280,80.8276390
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Yanamalakuduru B.O,520007,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4804320,80.6734320
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Cheemalapadu B.O,521226,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8950470,80.6426520
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kunderu B.O,521245,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4188480,80.8282510
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chopparametla B.O,521211,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6797010,80.8151190
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Narasingapalem B.O,521211,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6532240,80.8006560
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Thotapalli B.O,521211,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6423700,80.7707870
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kesarapalli B.O,521102,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5236190,80.7754270
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Konayapalem B.O,521182,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7567450,80.2265150
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Veladikothapalem B.O,521182,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6429320,80.2312380
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gudimetla B.O,521182,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7371510,80.1764780
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kodavatikallu B.O,521182,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6443360,80.1939330
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Peda Modugapalli B.O,521178,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9505540,80.1871230
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Tirumalagiri B.O,521178,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9200050,80.1385240
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Cheruvu Madhavaram B.O,521229,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6927240,80.5479660
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,H Mutyalampadu B.O,521229,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8952340,80.6235640
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gandepalli B.O,521185,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7281750,80.3334190
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ithavaram B.O,521185,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7369290,80.3029060
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pallagiri B.O,521184,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7820150,80.3345760
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Raghavapuram B.O,521184,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7632650,80.3195800
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kanasanapalli B.O,521212,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6376730,80.7471060
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Lingagudem B.O,521190,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9010360,80.2168110
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Muchintala B.O,521190,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9106440,80.2658210
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Guntupalli B.O,521241,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5689500,80.5476700
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Dabbakupalli B.O,521402,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9946970,80.2303320
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Unikili B.O,521326,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5300000,81.1100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Anamanapudi B.O,521327,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5100000,81.0700000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Valivarthipadu B.O,521327,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4600000,81.0200000
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Pagolu B.O,521126,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Yarlagadda B.O,521126,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Bandlaicheruvu B.O,521122,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kothapet(Divi) B.O,521122,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Aswaraopalem B.O,521122,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kakaravai B.O,521402,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9638420,80.3035550
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Lingala B.O,521402,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9539850,80.2201530
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Polampalli B.O,521402,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8118090,80.3804390
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Damulur B.O,521170,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8252940,80.3704920
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Jayanthi B.O,521170,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8207180,80.4392700
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Penumatcha B.O,521250,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.2457110,80.8830970
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chilukuru B.O,521456,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6238260,80.4351360
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Mulapadu B.O,521456,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6089960,80.4694580
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Penamakuru B.O,521165,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3246160,80.8272910
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Nawabpet B.O,521185,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8206590,80.2314040
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kammavaripalem B.O,521184,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7675020,80.3305690
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Lingalapadu B.O,521185,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7659600,80.2392780
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Tempalli B.O,521286,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5902470,80.8304460
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Anigandlapadu B.O,521190,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8911780,80.2867150
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gopinenipalem B.O,521190,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9355590,80.1715860
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gummadidurru B.O,521190,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8413400,80.2646410
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Devarapalli B.O,521163,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.2977020,80.8215210
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pamulalanka B.O,521163,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3309670,80.7730430
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Valluripalem B.O,521163,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3719000,80.7695160
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Machinenipalem B.O,521402,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9466590,80.3115680
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Talluru B.O,521402,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9248350,80.3089140
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Yakamuru B.O,521165,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3611150,80.8297450
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kuntamukkala B.O,521230,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7165940,80.6350840
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Munagacherla B.O,521185,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7626390,80.2391120
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chikkavaram B.O,521101,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6193210,80.7935080
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gollanapalli B.O,521101,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6154850,80.7734510
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pandraka B.O,521324,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3500000,81.2800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Edulamaddali B.O,521148,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4000000,80.9400000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Lakshminarasimhapuram B.O,521321,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5700000,81.0800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Nandivada B.O,521321,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5000000,80.9900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Vennanapudi B.O,521321,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5200000,18.0100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chintapadu B.O,521333,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5900000,81.1900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Vinjaram B.O,521333,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5200000,81.2100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Mattagunta B.O,521344,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4700000,81.3700000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pedalanka B.O,521344,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4400000,81.3800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Venkatapuram B.O,521344,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5200000,81.2700000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Bomminampadu B.O,521343,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4700000,81.2000000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Prodduvaka B.O,521343,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4600000,81.2200000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Bhyravapatnam B.O,521345,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5400000,81.1800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Gannavaram B.O,521345,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5000000,81.1400000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Singanapudi B.O,521345,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5050000,81.1200000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Takkellapadu B.O,521345,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9600000,80.0600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Guntakoduru B.O,521323,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4600000,81.0800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pedapalaparru B.O,521323,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4300000,81.0500000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Guraza B.O,521325,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4000000,81.1100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kanukollu B.O,521325,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4600000,81.1300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Peruru B.O,521325,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4600000,81.1100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Peyyeru B.O,521325,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4300000,81.1188000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Bollapadu B.O,521261,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4100000,80.8800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Bhujabalapatnam B.O,521340,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5800000,81.2700000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kolletikota B.O,521340,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6300000,81.2900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chevuru B.O,521329,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3900000,81.1400000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gopavarapugudem B.O,521101,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6096460,80.7624640
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Budhavaram B.O,521101,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5280470,80.8082760
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Budavada B.O,521175,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8738560,80.0239110
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Jami Annavaram B.O,521175,BO,Delivery,KRISHNA,ANDHRA PRADESH,80.0362530,80.0362530
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Alluru B.O,521181,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7695070,80.4405730
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Dachavaram B.O,521181,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9856450,80.7526980
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ambapuram B.O,520012,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5986320,80.6235680
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Tadepalli B.O,520012,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5328970,80.6589240
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kadavakollu B.O,521164,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4145670,80.8454930
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Polisettipadu B.O,521227,BO,Delivery,KRISHNA,ANDHRA PRADESH,17.0314330,80.6328880
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Urivi B.O,521329,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3700000,81.1800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Vadavalli B.O,521329,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4000000,81.1900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Putlacheruvu B.O,521326,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4900000,81.1100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Guruvindagunta B.O,521263,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4400000,80.9600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Hanumanthunigudem B.O,521202,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8600000,80.8400000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ganugapadu B.O,521227,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9638580,80.6414720
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vemireddipalle B.O,521227,BO,Delivery,KRISHNA,ANDHRA PRADESH,17.0652570,80.7317730
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ida Kondaplli B.O,521228,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6210490,80.5413040
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Muktyala B.O,521457,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8238590,80.0738420
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Marrivada B.O,521256,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3634830,80.8785300
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gopuvanipalem B.O,521256,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3561330,80.8956750
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Tadanki B.O,521256,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3562760,80.8952310
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kuderu B.O,521247,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.2547150,80.8450670
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Velvdam B.O,521230,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7625440,80.6630070
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Boddapadu B.O,521151,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3977320,80.7729530
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Madduru B.O,521151,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4032970,80.7281510
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gosala B.O,521151,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4784000,80.1456800
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chodavaram B.O,521139,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4310840,80.6989290
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ganguru B.O,521139,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4749580,80.7405570
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Nepalli B.O,521245,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4107380,80.8043900
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pedaogirala B.O,521245,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3879300,80.8084240
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Edara B.O,521211,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7271350,80.7523760
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Idulagudem B.O,521211,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6880870,80.8401810
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Krishnavaram B.O,521211,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6599670,80.8554160
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Nugondapalli B.O,521211,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6732050,80.7624610
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Sobhanapuram B.O,521211,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7099550,80.7501020
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vattigudipadu B.O,521211,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7338760,80.8689770
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Payakapuram. B.O,520015,BO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5517010,80.6520510
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pokkunuru B.O,521182,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6600000,80.1600000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Konakanchi B.O,521178,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8300000,80.2000000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Sunnampadu B.O,521229,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7231300,80.5303460
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,APUHS SO,520008,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5182778,80.6702500
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Autonagar S.O,520007,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5003056,80.6762778
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Civil Coursts S.O,520002,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5098889,80.6354444
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gunadala S.O,520004,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5204167,80.6660556
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kankipadu S.O,521151,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.4191389,80.7689722
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Krishnalanka S.O,520013,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5018611,80.6315556
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Nidamanuru S.O,521104,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5082500,80.7196111
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Penamaluru S.O,521139,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.4621667,80.7169722
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Poranki S.O,521137,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.4791944,80.7079167
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ramavarappadu S.O,521108,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5239722,80.6855833
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Suryaraopet S.O,520002,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5128333,80.6375833
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vj Polytechnic S.O,520008,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5083611,80.6661389
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Azitnagar S.O,520015,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5248056,80.6406944
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Bhavanipuram S.O,520012,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5307778,80.5971944
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chittinagar S.O,520001,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5380278,80.6132500
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gannavaram S.O,521101,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5408333,80.7952778
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gollapudi S.O,521225,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5398611,80.5766944
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Juzzuru S.O,521181,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7443611,80.4185833
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Lakshminagar S.O,520011,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5018889,80.6315556
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Meduru S.O,521247,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.2759167,80.8474444
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Nandigama S.O,521185,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.1276944,80.4683611
